Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Entry Criteria,Country,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Total Damages ('000 US$),CPI
2019-0393-VNM,2019,Natural,Hydrological,Flood,Kill,Viet Nam,12,5,61535,,61540,,100
2019-0419-VNM,2019,Natural,Hydrological,Flood,Kill,Viet Nam,10,,36450,,36450,,100
2019-0620-IDN,2019,Natural,Hydrological,Flood,Affected,Indonesia,14,,5000,,5000,,100
2019-0578-MYS,2019,Natural,Hydrological,Flood,Affected,Malaysia,2,,15000,,15000,,100
2019-0631-MYS,2019,Natural,Hydrological,Flood,Affected,Malaysia,,,4065,,4065,,100
2019-0529-PHL,2019,Natural,Geophysical,Earthquake,Kill,Philippines (the),23,417,260286,,260703,,100
2019-0619-PHL,2019,Natural,Geophysical,Earthquake,Affected,Philippines (the),14,210,394355,,394565,,100
2019-0549-PHL,2019,Natural,Meteorological,Storm,Affected,Philippines (the),19,3,670,,673,36000,100
2019-0573-PHL,2019,Natural,Meteorological,Storm,Kill,Philippines (the),4,318,2305075,342165,2647558,109151,100
2020-0088-VNM,2020,Natural,Meteorological,Storm,Waiting,Viet Nam,5,17,4635,,4652,1500,
2020-0134-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,4,,100,,100,,
2020-0250-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,4,3,12000,,12003,2100,
2020-0059-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,6,,115000,,115000,,
2020-0161-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,,,2000,,2000,,
2020-0185-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,7,,3805,,3805,,
2020-0018-IDN,2020,Natural,Hydrological,Flood,Kill,Indonesia,10,,,,,,
2020-0269-MMR,2020,Natural,Hydrological,Landslide,Kill,Myanmar,166,54,,,54,,
2020-0165-VNM,2020,Natural,Meteorological,Storm,Affected,Viet Nam,3,13,30000,,30013,,
2020-0144-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,,,25000,,25000,,
2020-0310-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,,,4308,,4308,,
2020-0052-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,,,10905,,10905,,
2020-0033-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,10,,75000,,75000,,
2020-0068-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,10,,112000,,112000,,
2020-0151-IDN,2020,Natural,Hydrological,Flood,Affected,Indonesia,,,81088,,81088,,
2020-0347-IDN,2020,Natural,Hydrological,Flood,Kill,Indonesia,36,,14000,,14000,,
2020-0272-MYS,2020,Natural,Hydrological,Flood,Affected,Malaysia,,,9000,,9000,6800,
2020-0289-MYS,2020,Natural,Hydrological,Flood,Affected,Malaysia,,,1210,,1210,,
2020-0008-PHL,2020,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,483389,,483389,66000,
2020-0203-PHL,2020,Natural,Meteorological,Storm,Affected,Philippines (the),,169,250000,,250169,31000,
2020-0199-THA,2020,Natural,Meteorological,Storm,Affected,Thailand,2,2,50500,,50502,,
2020-0131-TLS,2020,Natural,Hydrological,Flood,Affected,Timor-Leste,,7,9124,,9131,20000,
